18,"round13","Sample","Math","For the function f (x) = 1x , what is f '(5)(read as: f prime of 5)?","−\n251\n(So Lution:  F ' (5) =  −\n5^21\n= −\n251\n)"
18,"round13","Sample","Math","An object is launched straight up from the ground with an initial velocity of 176 feet per second. What is the height of the object above the ground, in feet, 2 seconds into the flight?","288\n(Solution:  P(t) = -16t^2 + 176t;  P(2) = -16(4) + 352 = 288 Ft)"
19,"round13","Sample","Earth Science","Meteorologists think of wind as circulation patterns which are divided into 4 “scales of motion”. A land -breeze circulati on is grouped into which of the following categories:\nW) mesoscale\nX) microscale\nY) medium scale\nZ) synoptic","X)  Microscale"
19,"round13","Sample","Earth Science","If the air temperature is 0ºF and the wind speed is 10 miles per hour, w hich of the following is closest to the wind chill, in degrees Fahrenheit:\nW) 10\nZ) X) 0\nY) ––2010","Z)  –20"
20,"round13","Sample","General Science","Which of the following anthropogenic air pollutants is the major contributor to r educed visibility in most regions of the U.S., excluding fires and dust:\nW) elemental carbon\nX) hydrogen sulfide\nY) sulfate particles \nZ) lead","Y)  Sulfate Particles"
20,"round13","Sample","General Science","What is the most common name for the edible vegetable oil that is derived from cultivars of rapeseed plants and is low in erucic acid?","Canola Oil  (Accept:  Canola)"
21,"round13","Sample","Astronomy","Giving your answer in decimal form, what would th e “Z” value be if a distant celestial object were shifted towards longer wavelengths by 40% of the original wavelength?","0.4"
21,"round13","Sample","Astronomy","If a planet had an orbital period of 11.2 years, what is the length of its orbital semi -major axis, in astron omical units rounded to the nearest whole number?","5\n(Solution: D^3 = P^2;^ D^3 = (11.2)^2;  D^3 = 125.4;  D = 5)"
22,"round13","Sample","Biology","Name all of the following 3 choices that are chemoautotrophs:\nNitrosomonas (read as: nitro-so-MOAN-us) Paramecium ; Volvox","Nitrosomonas"
22,"round13","Sample","Biology","From what vitamin is the electron carrier FAD (read as: F, A, D) derived?","Riboflavin  (Accept:  Vitamin B2)"
23,"round13","Sample","Chemistry","Name all of the following 3 concentration units that are temperature -dependent: molal (read as: moe -LAHL); molarity; normality","Molarity;  Normality"
23,"round13","Sample","Chemistry","Calculate the enthalpy of vaporization, in kilojoules, of water at 25ºC and 1 atmosphere. Assume the standard enthalpy of formation of liquid water is –286 kilojoules and the standard enthalpy of formation of water gas is –242 kilojoules:","44\n(Solution:  ∆H° = σN ∆H °(Products) – σN ∆H °(Reactants) = [–242 – (–286) = +44.0 Kj)\n^Reaction ^P ^F ^R ^F"
24,"round13","Sample","Physics","What was the most sensitive device Coulomb used to measure the electric forces between pith balls?","Torsion Balance"
24,"round13","Sample","Physics","Order the following 3 choices f rom the MOST penetrating through a thin sheet of cardboard to the LEAST: beta rays; alpha rays; x -rays","X -Rays;  Beta Rays;  Alpha Rays"
25,"round13","Sample","Biology","What is the most common name for the histone octamer used in the coiling and packing of DNA and regulation of gene expression?","Nucleosomes"
25,"round13","Sample","Biology","Name all of the following 4 organelles that are bounded by a double membrane: nucleus; mitochondrion; lysosome; chloroplast","Nucleus;  Mitochondrion;  Chloroplast\n(Accept:  All but Lysosome)"
1,"round14","Sample","Chemistry","Name the elements in the following reaction that have been oxidized and reduced, respectively : Zn + CuSO  ZnSO + Cu^(solid) ^4(aqueous) ^4(aqueous) ^(solid)","Oxidized = Zn (Accept:  Zinc);  Reduced = Cu ( Accept:  Copper)"
1,"round14","Sample","Chemistry","Which of the following is closest to the pK^a of an acid whose \nK ^a = 5.0 × 10–^4:\nW) 2.3\nX) 3.3\nY) 4.0\nZ) 5.0","X)  3.3\n(Solution: Pk\n^A = –Log\n^10k\n^A = 3.3)"
2,"round14","Sample","Biology","Which of the following best describes the repressor protein in the lac (read as: LACK) operon:\nW) uncompetitive inhibitor\nX) structural protein\nY) regulatory protein\nZ) transcriptional factor","Y)  Regulatory Protein"
2,"round14","Sample","Biology","Through which of the following mechanisms do allosteric inhibitors typically operate:\nW) binding the substrate\nX) binding to an enzyme’s active site\nY) binding to a site other than the active site and changing the shape of an enzyme \nZ) acting as a competitive inhibitor and overpowering the active sites of enzymes","Y)  Binding to a Site Other Than the Active Site and Changing \nthe Shape of an Enzyme"
3,"round14","Sample","Physics","In the radioactive decay scheme of uran ium, what is the final stable element produced?","Lead"
3,"round14","Sample","Physics","Consider an astronaut on the Moon and g is exactly 1/6^th of g on Earth.\nIf he threw an object vertically upwards with an initial velocity of 1.6 meters per se cond, how many meters up would it be after 1 second, rounding your answer to the first decimal place?","0.8"
4,"round14","Sample","Math","Which of the following represents the inverse function of f(x) = x^3 + 5:\nX) W)\nY) x((^3xx –\n−–5\n55)) ^3^3^1^3","Y)  Z)  \n\nX1\n−5\n\n^\n(X−5)^3^1"
4,"round14","Sample","Math","Giving your answer in meters squared, find the total surface area of a right prism whose base is a right triangle with legs of leng th 3 meters and 4 meters and whose altitude is 2 meters:","36\n(Solution: 3:4:5; P^base = 3+4+5 = 12m; a = ½Bh = 6 M^2;  Ta = La + 2b = (12)(2) + 2(6) = 36 M^2)"
5,"round14","Sample","Earth Science","Which of the following is a tree that is ver y well-adapted to surviving above shallow permafrost:\nW) cottonwood\nX) white pine\nY) aspen\nZ) black spruce","Z)  Black Spruce"
5,"round14","Sample","Earth Science","Which of the following BEST describes a small lake in an arctic environ ment that is likely to be surrounded by a ring of so -called drunken trees leaning toward the lake:\nW) paternoster lake\nX) thermokarst\nY) tarn\nZ) fen","X)  Thermokarst"
6,"round14","Sample","General Science","Order the following 3 hexadeci mal numbers from \nSMALLEST to LARGEST: 3E8; BB8; 1F4;","1f4;  3e8;  Bb8\n(Solution: 1f4 = 500;  3e8 =1000;  Bb8 = 3000)"
6,"round14","Sample","General Science","An experiment aboard a recent Space Shuttle mission exposed Salmonella typhimur ium (read as: TIE-fee-muhr-EE-um) to a space environment. Which of the following resulted when the bacteria came back to Earth:\nW) they were more virulent\nX) they were less virulent\nY) they had about the same virulence\nZ) they changed into a new but similar species of bacteria","W)  They Were More Virulent\n(Solution: Nasa’s Space Shuttle Mission Sts-115)"
9,"round14","Sample","Biology","Which of the following mutations would most likely affect a gene the LEAST:\nW) single base deletion \nX) single base substitution\nY) single base insertion\nZ) quadruple base deletion","X)  Single Base Substitution"
9,"round14","Sample","Biology","Which of the following BEST explains why a single base substitution in a gene-coding region for amino acids will sometimes lead to no change in amino acid sequence:\nW) all nucleotides are subject to the same mutation rate\nX) some nucleotide bases are covalently joined by stronger bonds\nY) the code is degenerate wit h more than one triplet coding for the same amino acid\nZ) some amino acids act in the same fashion in determining the tertiary structure of a protein","Y)  the Code Is Degenerate With More Than One Triplet Coding \nfor the Same Amino Acid"
10,"round14","Sample","Physics","Which of the following experimental approaches was used by scientists to discover that the atomic nucleus held most of the atom’s mass and a positive charge:\nW) directing alpha particles at thin metal strips\nX) finding the amount of magnetic deflection in cathode rays within a well -evacuated tube\nY) exposing photographic film to certain radium salts\nZ) using a crude cyclotron to disintegrate large nuclei","W)  Directing Alpha Particles at Thin Metal Strips"
10,"round14","Sample","Physics","Name all of the following 4 sub -atomic particles that are never found in isolation: electrons; protons; quarks; positrons","Quarks"
11,"round14","Sample","Math","Which of the following is a quadratic equati on with a root of multiplicity of 2:\nW) 9x^2 – 30x^2 + 25 = 0\nX) x^2 + 2x – 15 = 0\nY) 6x^2 – 11x – 2 = 0\nZ) 4x^2 – 1 = 0","W)  9 X^2 – 30x^2 + 25 = 0\n(Solution: X = 5/3)"
11,"round14","Sample","Math","Given f(x) = x^2 + 2x + 3, express f(x + 1) in standard polynomial form :","X^2 + 4x + 6"
12,"round14","Sample","Earth Science","Placodonts, which lived during the Triassic Period, were a group of:\nW) meat-eating land reptiles\nX) flying reptiles\nY) small, lightweight, plant -eating reptiles\nZ) marine reptiles","Z)  Marine Reptiles"
12,"round14","Sample","Earth Science","Which of the following is NOT true regarding seismic waves through the Earth:\nW) P-waves travel through the mantle\nX) S-waves travel through the mantle\nY) P-waves travel through the outer core\nZ) S -waves travel through the outer core","Z)  S -Waves Travel Through the Outer Core\n(Solution: S-Waves Cannot Travel Through Liquids and the Outer Core Is Liquid)"
13,"round14","Sample","Physics","Which of the following would a Leyden jar most likely be considered:\nW) an electroscope\nX) a capacitor\nY) a resistor\nZ) a Tesla cage","X)  a Capacitor"
13,"round14","Sample","Physics","How many joules of energy are used by an electrical app liance operating on 8 amps of current flowing through a 20 -ohm resistance circuit for 5 minutes?","384,000\n(Solution:  E = I^2 R × T = (8a)^2 × 20 Ohms × 300 S = 384,000 Joules)"
14,"round14","Sample","Astronomy","Which of the following BE ST describes where the zodiacal light is brightest to a stargazer at mid -northern latitudes:\nW) within about 20 degrees of the ecliptic \nX) at the western horizon at sunrise\nY) at right angles to the Milky Way\nZ) parallel with the Milky Way","W) Within About 20 Degrees of the Ecliptic"
14,"round14","Sample","Astronomy","Which of the following is the BEST explanation for what causes zodiacal light:\nW) reflection of moonlight off the Earth’s surface\nX) dispersion of the Earth’s radiant he at off the troposphere\nY) sunlight reflected off interplanetary dust particles\nZ) radiation from the Van Allen belts","Y)  Sunlight Reflected Off Interplanetary Dust Particles"
15,"round14","Sample","Chemistry","How many quantum numbers are required to completely describe a specific electron in a multi -electron atom?","4"
15,"round14","Sample","Chemistry","Which of the following describes the quantum number that indicates the direction in space of the electron cloud surrounding th e nucleus of an atom:\nW) magnetic quantum number\nX) principle quantum number\nY) angular momentum quantum number\nZ) spin quantum number","W)  Magnetic Quantum Number"
16,"round14","Sample","Biology","Which of the following BEST explains why leaves fall off trees in the autumn:\nW) the leaves die and passively fall off \nX) an abscission layer forms at the base of the leaf stem causing it to fall off\nY) the leaves slowly dry out from the bottom up because of abscisic acid that prevents phloem from delivering nutrients\nZ) the vascular tissue of the leaves fill up with resin increasing their stiffness and causing them to become brittle","X)  an Abscission Layer Forms at the Base of the Leaf Stem \nCausing It to Fall Off"
16,"round14","Sample","Biology","Which of the following will most likely result from a single base deletion in DNA:\nW) nonsense mutation\nX) stop codon\nY) frame shift mutation\nZ) inversion mutation","Y)  Frame Shift Mutation"
17,"round14","Sample","General Science","Because of its linear -temperature relationship and its chemical inertness, which of the following materials is almost always used in resistance temperature detectors:\nW) mercury\nX) platinum\nY) iron\nZ) brass","X)  Plat Inum"
17,"round14","Sample","General Science","Which of the following is the main advantage for the use of geothermal heat pumps in the U.S.:\nW) geothermal steam reservoirs can be tapped almost anywhere in the U.S.\nX) heat can be delivered directly for its intended use\nY) steam can be used to directly generate electricity\nZ) all areas of the U.S. have nearly constant shallow -ground temperatures","Z)  All Areas of the u.s. Have Nearly Constant Shallow-Ground \nTemperatures"
18,"round14","Sample","Math","In the algebra of real-valued functions, give the name or number of all of the following 3 choices that the implied domain usually excludes: \n1) numbers causing division by zero\n2) numbers causing imaginary numbers in the range\n3) numbers causing irrational numbers in the range","1 and 2"
18,"round14","Sample","Math","Add the following rational expressions and give your answer in fullyfactored form: (x+x\n2) +(x4−x\n6)","(Xx\n−(5\n6x\n)(+\nX2\n+)\n2) (Accept: \n(Xx\n+(5\n2x\n)(+\nX2\n−)\n6) )"
19,"round14","Sample","Earth Science","The aurora occur high in what layer of Earth’s atmosphere?","Thermosphere"
19,"round14","Sample","Earth Science","During a Nor’easter, areas far to the east of the storm center wi ll feel which of the following storm -generated winds:\nW) northeasterly\nX) southeasterly\nY) southwesterly\nZ) northwesterly","Y)  Southwesterly"
20,"round14","Sample","General Science","Which of the following most accurately represents the complete range of wavelengths to which the human eye is sensitive:\nW) 320 to 600 nanometers\nX) 380 to 740 nanometers\nY) 450 to 850 nanometers\nZ) 480 to 950 nanometers","X)  380 to 740 Nanometers"
20,"round14","Sample","General Science","Which of the following is NOT true:\nW) over 50% of all stars that appear to be single are double or multiple systems\nX) aurora borealis can occur in all 4 seasons\nY) tetanus toxin causes muscle stiffness in affected humans\nZ) the Large Hadron Coll ider at CERN began colliding electrons in September of 2008","Z)  the Large Hadron Collider at Cern Began Colliding \nElectrons in September of 2008\n(Solution: The Lha Collides hadrons...electrons Are Leptons)"
21,"round14","Sample","Astronomy","If the surface temperature of a star increased from 6,000 kelvin to 18,000 kelvin, how many times as much energy would it radiate?","81"
21,"round14","Sample","Astronomy","Using the most common temperature -based spectral classification system, as tar with an apparent color of blue and a surface temperature of 55,000 kelvin would have what spectral letter classification?","O"
22,"round14","Sample","Biology","What is the most common name for the terminus of a tRNA molecule to which amin o acids are attached?","3-Prime Terminus  (Accept:  Cca 3-Pime End or 3-Prime End or \n3-Prime)"
22,"round14","Sample","Biology","What protein, that takes its name from its apparent molecular weight, can arrest cells in the G1 -S checkpoint, initia te apoptosis (read as: aye-pop-TOE-sis) and, when deactivated, is implicated in a wide variety of cancers?","P53"
23,"round14","Sample","Chemistry","According to general solubility rules, name all of the following 5 substances that are NOT soluble in water: lithium iodide; sodium chloride; iron(II) hydroxide; sodium nitrate; barium sulfate","Iron(ii) Hydroxide;  Barium Sulfate"
23,"round14","Sample","Chemistry","Consider a hypothetical reaction, A + B  C + D. At zero time, the concentration of A = 1 molar, after 30 seconds A = 0.5 molar, and after 50 seconds A = 0.3 molar. Calculate the average rate of disappearance of A over the time interval 30 seconds to 50 seconds, in molarity per second:","1 × 10 –^2 (Accept:  0.01)\n(Solution: Ave Rate =  –∆A/∆t = (0.3 – 0.5m)/(50 – 30s) = 0.010 M/s)"
24,"round14","Sample","Physics","What is the most common name for the field, which is believed to act somewhat like a fluid that fills space and endows quarks with mass?","Higgs Field  (Accept:  Higgs)"
24,"round14","Sample","Physics","Order the following 3 isotopes from the one with the LOWEST nuclear binding energy to the HIGHEST: iron -58; hydrogen-2; oxygen-16","Hydrogen-2;  Oxygen-16;  Iron-58"
25,"round14","Sample","Biology","Into what specific mitochondrial compartment are hydrogen ions pumped out during chemiosmosis (read as: chem -ee-oz-MOE-sis)?","Matrix"
25,"round14","Sample","Biology","Name all of the following 4 hormones that are formed primarily from the amino acid tyrosine: glucagon; thyroxin e; epinephrine; erythropoietin (read as: EE-rith-roe-POE-ih-tin)","Thyroxin E;  Epinephrine"
2,"round15","Sample","Chemistry","Which of the following is NOT true:\nW) a reaction that requires free energy is spontaneous\nX) gases, as a group, have higher entropies than liquids\nY) standard molar entropies of pure substances are always positive values\nZ) spontaneous processes involve non-equilibrium conditions","W)  a Reaction That Requires Free Energy Is Spontaneous"
2,"round15","Sample","Chemistry","Consider the reaction, N + 3H  2NH . If the ^2(gas) ^2(gas) ^3(gas)concentration of ammonia increases from 0.3 molar to 0.9 molar in a 10 -minute period, find the average rate of reaction over this time interval. Give your answer to the 2^nd decimal place in moles per liter minute:","0.03\n(Solution: Rate = ∆[Nh\n^3]/2∆t = 0.6m/2(10min) = 0.03 Mole/l -Min)"
3,"round15","Sample","Biology","What enzyme in E. coli functions as the primary proof -reading molecule during replication?","Dna Polymerase  (Accept:  Dna Polymerase 3)"
3,"round15","Sample","Biology","Which of the following is NOT true of DNA replication:\nW) it is initiated by a short DNA primer\nX) the growing strand is polymerized in a 5 -prime to 3-prime direction\nY) DNA polymerase helps form the phosphodiesterase (read as: FOSS-foe-die-ESS-ter-ase) bonds\nZ) synthesis of the lagging strand is discontinuous","W)  It Is Initiated by a Short Dna Primer"
4,"round15","Sample","Math","A data set has a mean of 10 and variance of 10. If every set element is multiplied by 2, which of the following is TRUE of the new mean and variance:\nW) mean is 20, variance is 40\nX) mean is 20, variance is 10\nY) mean is 20, variance is 20\nZ) mean is 10, variance is 20","W)   Mean Is 20, Variance Is 40"
4,"round15","Sample","Math","Convert the angle, 18º18’36” (read as: 18 degrees, 18 minutes, 36 seconds) to degrees, to the second decimal place:","18.31\n(Solution: 18+ 18\n+ 36\n= 18.31)\n60 3600"
5,"round15","Sample","Earth Science","A meromictic lake has layers of water that typically:\nW) intermix once a year\nX) intermix each spring and autumn\nY) intrtmix only when the winds are favorable\nZ) do not intermix","Z)  Do Not Intermix"
5,"round15","Sample","Earth Science","Name all of the following 4 factors that are reasons why biomes are not considered homogeneous biotic communities: local topography; soil characteristics; temperature; water","All"
6,"round15","Sample","General Science","In which of the following processes would isinglass (read as: eye -zen-glass) most likely be used:\nW) clarification of beers and wines\nX) baking of yeast-free breads\nY) glazing of ceramics\nZ) thickening of puddings","W)  Clarification of Beers and Wines"
6,"round15","Sample","General Science","In which of the following instances would using a student t -test be most appropriate:\nW) comparing yes or no answers on a single question on a questionnaire \nX) determining statistical differences between 5 different age groups of males that received a drug that increases red blood cell production\nY) finding the statistical differences between two groups in an experiment on a drug’s effect inraising or lowering blood pressure\nZ) comparing the strengths of 5 different types o f fishing lines","Y)  Finding the Statistical Differences Between Two Groups in \nan Experiment on a Drug’s Effect in Raising or Lowering Blood Pressure"
7,"round15","Sample","Astronomy","Which of the following positions is an inferior planet most likely in if it is seen just after sunset:\nW) opposition\nX) superior conjunction\nY) greatest eastern elongation\nZ) greatest western elongation","Y)  Greatest Eastern Elongation"
7,"round15","Sample","Astronomy","According to the Pogson scale for brightness, by what multiple does the brightness of 2 stars differ that have apparent magnitudes of +3 and +8?","100"
8,"round15","Sample","Physics","To early astrophysical researchers , the Sun was originally found to emit about one-third of the expected amount of neutrinos. Which of the following BEST explains why:\nW) about 66% of the neutrinos were deflected by the Earth’s magnetic field\nX) two-thirds of the neutrinos were too energetic to be detected\nY) neutrinos were changing flavor on their way to Earth \nZ) original estimations of the numbers emitted by the Sun were incorrect","Y)  Neutrinos Were Changing Flavor on Their Way to Earth"
8,"round15","Sample","Physics","If you were using a 50-millimeter camer a lens and changed the lens aperture from 8.0 to 5.6, about how much LESS light would the lens be allowing to pass through it:\nW) 60% less\nX) 50% less\nY) 35% less\nZ) 22% less","X)  50% Less\n(Solution:  5.6/8.0 = 0.70;  (0.70)^2 = 0.49 ~ 50%)"
9,"round15","Sample","Chemistry","Which of the following is NOT genera lly true of reaction equilibria:\nW) if the temperature of an exothermic reaction is raised, the equilibrium shifts to the left\nX) the equilibrium constants for forward and rev erse reactions are the reciprocals of each other\nY) pure liquids appear in the equilibrium expression but pure solids do not\nZ) an equilibrium constant greater than 1 means that the reaction favors products at equilibrium","Y)  Pure Liquids Appear in the Equilibrium Expression but Pure \nSolids Do Not\n(Solution: Pure Solids and Liquids Do Not Appear in the Equilibrium Expression)"
9,"round15","Sample","Chemistry","Calculate ∆Gº (read as: delta G naught), giving your answer in kilojoules, for a reaction in which ∆Hº = +180 kilojoules and ∆Sº = +100 joules per kelvin at 300 kelvin and 1 atmosphere pressure:","+150  (Accept:  150) (So Not Accept:  –150)\n(Solution: ∆Gº = ∆Hº–t∆sº  = 180kj – [300k(0.10 Kj/k)] = 150 Kj)"
10,"round15","Sample","Biology","Which of the following is MOST characteristic of human blast cells in on observation with light microscopy:\nW) large nuclear to cytoplasmic ratio\nX) small nucleolus and mostly heterochromatin in the nucleus\nY) lack of cytoplasmic granules and small overall size compared to mature cells\nZ) absence of nucleolus (read as: NEW -clee-oh-luss) and endoplasmic reticulum","W)  Large Nuclear to Cytoplasmic Ratio"
10,"round15","Sample","Biology","What specific molecule binds immediately upstream of the structural genes in the lac (read as: LACK) operon and functions to transcribe these genes?","Rna Polymerase"
11,"round15","Sample","Math","The graph of r = 3 secant (θ) (read as: r = 3 secant theta) is a:\nW) parabola\nX) circle \nY) hyperbola \nZ) line","Z)  Line"
11,"round15","Sample","Math","Give the resulting vector for the cross product of vector 1,0,0 with vector 0,0,1 :","0,−1,0"
12,"round15","Sample","Earth Science","When sampling for organic matter in seawater, any organic matter retained by a 0.2 micrometer pore filter is classified as:\nW) dissolved organic carbon\nX) particulate organic carbon\nY) detrital organic carbon\nZ) live or dead marine algae","X)  Particulate Organic Carbon"
12,"round15","Sample","Earth Science","Which of the following soil additives would be most efficient at increasing the acidity of a slightly alkaline soil:\nW) ground chalk\nX) aluminum sulfate\nY) calcium sulfate\nZ) calcium carbonate","X)  Aluminum Sulfate"
13,"round15","Sample","General Science","Clean or unpolluted rain water has a p H of about:\nW) 5.6\nX) 6.5\nY) 7.0\nZ) 7.6","W)  5.6"
13,"round15","Sample","General Science","Which of the following plays the greatest role in the effect of acid rain on the environment:\nW) the ability of soils and bedrock to neutralize the acid\nX) the initial pH of the rain in the upper troposphere\nY) low-level ozone concentration\nZ) temperature of the troposphere","W)  the Ability of Soils and Bedrock to Neutralize the Acid"
14,"round15","Sample","Astronomy","Which of the following is closest to the age of most chondrites:\nW) 150 million years\nX) 1.5 billion years\nY) 4.6 billion years\nZ) 13.7 billion years","Y)  4.6 Billion Years\n(Solution: Most Are About the Same Age as Our Solar System)"
14,"round15","Sample","Astronomy","Which of the following best describes the hydrogen spectral line strength for an A -type star of about 3 solar masses:\nW) missing\nX) weak\nY) medium\nZ) strong","Z)  Strong"
15,"round15","Sample","Physics","Which of the following BEST describes spin quantum numbers:\nW) orientation of intrinsic angular momenta of electrons \nX) centripetal accelerations of atoms\nY) angular momenta of only hadrons\nZ) centripetal acceleration of electrons","W)  Orientat Ion of Intrinsic Angular Momenta of Electrons"
15,"round15","Sample","Physics","What is the spin of the muon , in quantum units?","½\n(Solution: Muons Are Fermions Which Have a Spin of ½)"
16,"round15","Sample","Chemistry","Which of the follo wing substances has the greatest density:\nW) hexane \nX) methylene chloride\nY) diethyl ether\nZ) ethyl acetate","X)  Methylene Chloride\n(Solution: Halogenated Solvents Possess a Higher Density Than Non -Halogenated Ones)"
16,"round15","Sample","Chemistry","Which of the following molecules is most likely to have a zero dipole moment based on its molecular shape:\nW) PF^3\nX) H^2O\nY) PCl^3\nZ) BeF^2","Z)  Bef^2"
17,"round15","Sample","Biology","What is the most common name for the f irst membrane-associated molecule discovered to function in a wide variety of cells in what is commonly referred to as a second messenger?","Cyclic Amp (Accept:  Camp)"
17,"round15","Sample","Biology","With which of the following are cyclin -dependent kinases most directly involved:\nW) repairing damaged DNA\nX) regulating cell cycle\nY) digesting plasmids\nZ) insulin’s action on fat cells","X)  Regulating Cell Cycle"
18,"round15","Sample","Math","What is the angle formed, in deg rees, between the hour and minute hand of an analog clock at 10:30 AM?","135"
19,"round15","Sample","Earth Science","Name all of the following 3 lavas from which stratovolcanoes are typically composed: andesite; rhyolite; basalt","Andesite;  Rhyolite"
20,"round15","Sample","General Science","Which of the following is the primary detrimental effect to humans and animals who ingest high levels of melamine:\nW) impaired nerve transmission\nX) impaired kidney function\nY) liver failure\nZ) severe gastrointestinal distress","X)  Impaired Kidney Function"
20,"round15","Sample","General Science","Which of the following is one of the main unique capabilities of the GLAST observatory:\nW) it operates completely on photovoltaic cells\nX) it contains the largest superconducting magnet in space\nY) it can survey the entire celestial sphere several times each day\nZ) it orbits the Moon","Y)  It Can Survey the Entire Celestial Sphere Several Times \nEach Day"
21,"round15","Sample","Astronomy","In astronomical units to the first decimal place, what is the \nChandrasekhar Limit?","1.4"
21,"round15","Sample","Astronomy","If a new Moon occurs on May 5^th at 8:20 AM eastern daylight time, on what day will the full Moon occur that m onth?","19^th"
22,"round15","Sample","Physics","Uranium-238 and plutonium-239, primarily decay by what mode?","Alpha  (Accept:  Alpha Emission or Alpha Decay)"
22,"round15","Sample","Physics","What is the name of the instrument inve nted by Charles Wilson and used in the early 1900’s in many experiments to show the tracks of charged particles passing through a chamber?","Cloud Chamber  (Accept:  Wilson Cloud Chamber)"
23,"round15","Sample","Chemistry","What chemical term is given to the formations that occur in water when a hydrophilic head and a hydrophobic tail organize into spheres that orient the tails within the sphere?","Micelle"
23,"round15","Sample","Chemistry","Using proper chemical nomenclature, finish balancing the following combustion reaction for the gaseous products of carbon dioxide and water: 2C H + 13O  what? ^4 ^10(gas) ^2(gas)","8co^2 + 10h^2o  (Products in Any Order)"
24,"round15","Sample","Biology","From what basic plant cell type are the majority of cells in a corm (read as: KORM) composed?","Parenchyma"
24,"round15","Sample","Biology","If a germ cell of a genus of grass has 48 chromosomes at metaphase -two, how many chromosomes will a ger m cell of this grass have in anaphase -two?","96"
25,"round15","Sample","Chemistry","Name all of the following 3 molecules that are considered saturated hydrocarbons: ethylene; ethane; cyclohexane","Ethane;  Cyclohexane"
25,"round15","Sample","Chemistry","How many milliliters of a 0.250 molar H ^2SO^4 solution will react with 10 milliliters of a 0.250 molar NaOH solution","5\n(Solution: N = (2eq/mol)(0.250 Mol/l) = 0.5 Eq/l;  N = 0.250 Eq/l;  ^H2so4 ^Naoh\n(N )(V = (N )(V );  (0.5 Meq/ml)( X) = (0.25 Meq/ml)(10 Ml) = 5 Ml)\n^H2so4 ^H2so4) ^Naoh ^Naoh"
1,"round16","Sample","Biology","In which of the following wavelengths does DNA absorb the best:\nW) 3,900 angstroms\nX) 260 nanometers\nY) 340 nanometers\nZ) 540 nanometers","X)  260 Nanometers"
1,"round16","Sample","Biology","Which of the following is closest to the diameter of a plasmodesmata (read as: PLAS -mo-dez-MAH-tah):\nW) 2 angstroms\nX) 60 nanometers\nY) 80 microns\nZ) 180 microns","X)  60 Nanometers\n(Solution: This Is the Only Logical Size Considering the a Verage Plant Cell Size and the Size of \nTransported Molecules)"
2,"round16","Sample","Chemistry","Name the 2 different bond angles present in a molecule with octahedral geometry, such as in SF ^6:","90;  180"
2,"round16","Sample","Chemistry","In a titration experiment, it takes 20.0 milliliters of a 0.05 molar barium hydroxide, Ba(OH)^2, solution to neutralize 40 milliliters of a nitric acid, or HNO ^3, solution to the equivalence point. Calculate the molarity of HNO^3, rounded to the second decim al place:","0.05\n(Solution: 0.05 Mol Ba(oh)^2/l × 0.02l = 0.001 Mol Ba(oh)^2 × 2 = 0.002 Mol;  0.002 Mol ÷ 0.04l \n= 0.05m)"
3,"round16","Sample","Physics","By words or numbers, identify all of the following 4 choices that \nMUST be true for 2 objects in thermal equilibrium:\n1) they both must radiate no energy in any direction\n2) they must be at the same temperature\n3) they both must have the same thermal expansion coefficients\n4) they must have the same internal energy","2"
3,"round16","Sample","Physics","How many kilojoules of thermal energy, rounded to the first decimal place, must be lost from a 250 -gram block of Teflon with a specific heat of 1 kilojoule per kilogram kelvin, to lower the block’s temperature from 125º C to 75º C?","12.5  (Accept: –12.5)\n(Solution: (1000 j/kg.k)(0.25 Kg)(–50k) =  –12,500 Joules =  –12.5 Kj)"
4,"round16","Sample","Math","If a point has polar coordinates (3, π), what are the rectangular coordinates?","(–3, 0)\n(Solution:  X = 3 Cos π = –3 and Y = 3 Sin π = 0)"
4,"round16","Sample","Math","The graph of the polar equation , r = 5 – 5 cosine θ, is a cardioid. In which two quadrants is most of the are a of this cardioid?","Ii and Iii (Accept:  2 and 3 or Second and Third)"
5,"round16","Sample","Earth Science","Which of the following is a coarse -grained igneous rock primarily containing plagioclase feldspar, amphibole and biotite:\nW) gabbro\nX) basalt\nY) diorite\nZ) granite","Y)  Diorite"
5,"round16","Sample","Earth Science","Of the 3 basic types of magma on Earth, which one generally has the LOWEST eruptive temperature?","Rhyolitic  (Accept:  Rhyolite)\n(Solution: Basaltic ~ 1000º  – 1200ºc, Andesitic ~ 800º – 1000ºc, Rhyolitic ~ 650º – 800ºc)"
6,"round16","Sample","General Science","Which of the following is the source of alpha radiation most often used in household ionization smoke detectors:\nW) americium -241\nX) uranium-238\nY) \nZ) ironradium-59- 226","W)  Americium-241"
6,"round16","Sample","General Science","Calculate the heating degree day in the U.S. if the day’s high temperature is 70ºF and the low is 30ºF:","15\n(Solution: (70º + 30º)/2 = 50º;  65º – 50º = 15 Hdd)"
7,"round16","Sample","Astronomy","Order the following 3 stages from the EARLIEST to the \nLATEST in the evolution of a G -type star of 2 solar masses: red giant; T -tauri; white dwarf","T-Tauri;  Red Giant;  White Dwarf"
7,"round16","Sample","Astronomy","If a star has a surface temperature of 3,000 degrees kelvin, a core temperature of 100 million Kelvin, and a luminosity of 2,000 -times our Sun, choosing from upper right, upper left, lower left , and lower right, where on an H-R diagram would it most likely be found?","Upper Right\n(Solution: This Describes a Red Giant)"
